,rFFT mean,rFFT std,0<x<5,5<x<10,10<x<20,20<x<30,30<x<100,100<x<500,500<x<1000,1000<x<5000,skewness,kurtosis,hypermoment,hypermoment2,ave,std,max,min,q90,q95,q99,q05,q10,q01,abs_max,abs_mean,abs_std,ave_roll_std_100,std_roll_std_100,max_roll_std_100,min_roll_std_100,ave_roll_mean_100,std_roll_mean_100,max_roll_mean_100,min_roll_mean_100,q01_roll_std_100,q05_roll_std_100,q10_roll_std_100,q95_roll_std_100,q99_roll_std_100,q01_roll_mean_100,q05_roll_mean_100,q95_roll_mean_100,q99_roll_mean_100,ave_roll_abs_mean_100,std_roll_abs_mean_100,max_roll_abs_mean_100,min_roll_abs_mean_100,q01_roll_abs_mean_100,q05_roll_abs_mean_100,q95_roll_abs_mean_100,q99_roll_abs_mean_100,ave_roll_std_1000,std_roll_std_1000,max_roll_std_1000,min_roll_std_1000,ave_roll_mean_1000,std_roll_mean_1000,max_roll_mean_1000,min_roll_mean_1000,q01_roll_std_1000,q05_roll_std_1000,q10_roll_std_1000,q95_roll_std_1000,q99_roll_std_1000,q01_roll_mean_1000,q05_roll_mean_1000,q95_roll_mean_1000,q99_roll_mean_1000,ave_roll_abs_mean_1000,std_roll_abs_mean_1000,max_roll_abs_mean_1000,min_roll_abs_mean_1000,q01_roll_abs_mean_1000,q05_roll_abs_mean_1000,q95_roll_abs_mean_1000,q99_roll_abs_mean_1000,ave_roll_std_10000,std_roll_std_10000,max_roll_std_10000,min_roll_std_10000,ave_roll_mean_10000,std_roll_mean_10000,max_roll_mean_10000,min_roll_mean_10000,q01_roll_std_10000,q05_roll_std_10000,q10_roll_std_10000,q95_roll_std_10000,q99_roll_std_10000,q01_roll_mean_10000,q05_roll_mean_10000,q95_roll_mean_10000,q99_roll_mean_10000,ave_roll_abs_mean_10000,std_roll_abs_mean_10000,max_roll_abs_mean_10000,min_roll_abs_mean_10000,q01_roll_abs_mean_10000,q05_roll_abs_mean_10000,q95_roll_abs_mean_10000,q99_roll_abs_mean_10000
2115,8.130499157858942,2167.537941198903,83523.0,69896.0,9317.0,573.0,314.0,0.0,0.0,0.0,-3.8649767057620696,18109.219796707934,6872.8936781196435,57103959.43159461,4.5639,4.580987898186736,92.0,-79.0,9.0,10.0,16.0,-1.0,0.0,-7.0,92.0,5.11594,3.9549704486548736,3.5637691908611697,2.888871416538324,39.54469533695927,1.9421949469915645,4.563775691956691,0.3983794869988232,8.42,0.23,2.265329373781444,2.4074589479068647,2.4903855528850336,6.8326607207772465,17.553022128926514,3.61,3.94,5.18,5.45,5.11611690382319,2.000875276160547,33.56,3.46,3.96,4.18,6.7,14.32,3.775830301931236,2.6047002489969637,21.62983145122974,2.5366115978600727,4.564244790303421,0.2336620221627677,5.2139999999999995,3.852,2.5826990406032992,2.6268796121054656,2.663384616914412,7.9328561190913405,18.296122652193386,4.0,4.176,4.947,5.077,5.119341816497878,1.3694244436538874,16.409000000000002,4.109,4.19,4.348,7.019,12.696,4.245561874424706,1.7711811873536671,8.952968430882143,2.7976031917270308,4.567988092942193,0.16442966464541087,4.89,4.1287,2.82337251053289,2.8672379767576004,2.94545755563048,8.780958348776755,8.869817964708892,4.1462,4.2408,4.7882,4.8813,5.123759087435089,0.5711894603320677,6.794,4.3769,4.396,4.5645,6.607,6.7292
4056,5.661437317566483,2336.2998039879567,79511.0,61018.0,12419.0,1141.0,441.0,22.0,0.0,0.0,127.84457236506512,101309.51369547457,4582742.4609584315,1427103744.5543563,4.249906666666667,6.054277825743455,194.0,-117.0,9.0,11.0,20.0,-3.0,-1.0,-11.0,194.0,5.340986666666667,5.117601791186528,4.419299605888219,4.154428852751987,70.7890956334806,2.0761999086325247,4.249949366581943,0.4995349911081916,12.39,-5.16,2.322724801833117,2.4878695603859176,2.5939128432511245,10.306784075539651,19.62024310231501,3.07,3.51,4.97,5.32,5.341519936491418,2.9641408640310263,56.1,3.25,3.72,3.97,9.01,16.24,4.74600629074904,3.7749626403975065,40.92568081718797,2.5356554475218855,4.248956228481688,0.2862457980919021,5.202000000000001,3.221,2.630054788058212,2.7040465727990783,2.757930779077145,9.423159339198858,19.294470518586195,3.7039999999999997,3.799,4.742,4.832,5.345014590506104,2.133291187279592,29.803,3.9589999999999996,4.077,4.176,7.905,13.619000000000002,5.645151117421683,2.4769971876715124,13.765566884192022,3.0417168908635737,4.243525614102756,0.2424066462070016,4.7446,3.7984,3.2865381624604804,3.575336724459545,3.789359269634812,13.58381839735149,13.742635120019894,3.843,3.8799,4.6963,4.7142,5.372165708102084,0.6863138282379446,7.6343,4.5449,4.5992,4.6684,7.3923,7.5847
2904,6.860706878162401,2428.6845923739183,78312.0,62350.0,12213.0,1408.0,754.0,12.0,0.0,0.0,9.082625832009807,65667.35227133945,477916.7584454578,397137926.0507234,4.361213333333334,6.372365724581587,131.0,-116.0,9.0,12.0,23.0,-3.0,-1.0,-14.0,131.0,5.5500533333333335,5.368811289645244,4.585309769699419,4.446643148729893,54.81486195284168,1.7445731149869776,4.361439816945851,0.460510837347749,10.09,-2.02,2.2896340848320733,2.4726994205205144,2.574368609460137,11.724872121376295,28.155504332943934,3.22,3.71,5.02,5.44,5.549530490123483,3.1529566062735865,45.3,3.35,3.89,4.09,10.02,22.25,4.988721259333411,3.957565299270649,28.680595383491468,2.5453610476439668,4.359961604284535,0.20641946045205747,5.33,3.595,2.6206808214599446,2.700913536923,2.748429526996345,13.724110981124525,23.481072479015197,3.909,4.011,4.692,4.798,5.545906638210481,2.187093819907972,21.683000000000003,4.0680000000000005,4.171,4.287,9.812000000000001,15.384,5.9767168227151615,2.5815077336160184,13.37492088204115,3.080400871145417,4.350571773773043,0.1079766624735172,4.6189,4.1235,3.154489922422949,3.345265023852145,3.4756256181217533,11.624494478780134,13.064985529830878,4.1398,4.1855,4.5073,4.5616,5.593511277062307,0.9900126323527522,9.1844,4.4941,4.5128,4.551,7.8212,8.8594
3470,6.768633021253124,2523.186368445071,73737.0,65098.0,15102.0,1313.0,829.0,12.0,0.0,0.0,90.46466941668008,63946.96038955847,875209.8918589099,353053959.9198162,4.66138,6.436609601511239,125.0,-102.0,10.0,12.0,23.0,-3.0,-1.0,-13.0,125.0,5.793806666666668,5.439688499901034,4.713083113336153,4.406578128464714,61.105558609092995,1.980307087707181,4.661463365821441,0.4809857487690238,10.38,-0.96,2.3683732643313014,2.540659263844056,2.6450640136621977,11.658767888884134,27.44908233825172,3.54,3.98,5.36,5.92,5.7940431351358574,3.1092210595594643,53.16,3.65,4.12,4.35,9.91,22.19,5.132591858482312,3.9071257789645086,29.949547682834982,2.572745424448061,4.662383044409097,0.2287901335050305,5.442,3.9960000000000004,2.630624295520857,2.751880056223889,2.8408228164166314,12.62684744012834,21.831329917482485,4.107,4.247,5.051,5.21,5.799149347990952,2.1495706904537366,22.125,4.197,4.36,4.5889999999999995,9.726,15.609000000000002,6.242473883450372,2.050881636976825,11.12588709480572,3.220383672343942,4.679386133670475,0.12438285637487916,5.0694,4.3067,3.2925718918447413,3.523205111461078,3.7462718755178512,10.391105687930468,11.079534571390251,4.3397,4.4753,4.9114,5.0335,5.852562840979706,0.6723769331479256,7.6102,4.8314,4.8946,4.9779,7.0006,7.5476
4130,4.453868315575887,2409.0605241359876,74960.0,68609.0,14313.0,1102.0,571.0,5.0,0.0,0.0,0.8363657404433464,40769.43352331458,126468.12327376375,262539795.92156285,4.776680000000001,5.634522888195593,133.0,-113.0,10.0,12.0,20.0,-2.0,0.0,-10.0,133.0,5.640013333333332,4.770195970798498,4.27527484943277,3.6884092030753695,61.24065049235903,2.0420825179462647,4.777241646153128,0.4303130847928816,10.42,-0.08,2.337658329321588,2.4954706444624315,2.585585528512376,9.711864034792882,21.719188090560202,3.76,4.13,5.45,5.82,5.640185855998293,2.6086018852990382,51.83,3.58,4.19,4.41,8.67,18.15,4.564442707004416,3.269213724160005,31.018467230172863,2.549038563379567,4.776481956496938,0.2251440404847062,5.657,4.224,2.6337637919356927,2.7031846417154237,2.762233504599697,11.712659920035273,15.511044210255209,4.372,4.437,5.165,5.334,5.630432077637062,1.802342670049218,23.433000000000003,4.444,4.522,4.614,9.092,12.118,5.134729168600185,2.2069197028916587,12.835593014535894,3.0042836620452964,4.777725429818358,0.1542178378214044,5.1105,4.499,3.197669041462857,3.326711929402089,3.471691687681409,11.693762884933172,12.825109258901055,4.5109,4.5329,5.0367,5.0824,5.61933098549296,0.8252651269477637,8.8025,4.7843,4.7986,4.9624,7.9676,8.7836
2730,5.7346324189473785,2448.970119535493,77748.0,61578.0,13010.0,1270.0,823.0,6.0,0.0,0.0,67.87811847046936,65786.35901925716,527729.2596083417,318655395.97530305,4.360693333333334,6.475739879423474,121.0,-98.0,9.0,12.0,23.0,-3.0,-1.0,-14.0,121.0,5.55692,5.483748120303607,4.646109474985066,4.531841782076858,55.89620521623766,1.970976274526085,4.36079025490157,0.4962348640270498,11.6,-0.85,2.325006788302772,2.5226248955468176,2.64238949101352,11.471158387341307,27.316143892791942,3.17,3.64,5.11,5.55,5.557247650115744,3.3197343966502806,48.19,3.19,3.78,4.04,9.88,22.48,5.073035429123988,4.041539638398688,28.50996461032671,2.600284692197637,4.36122710585835,0.2845979448766587,5.284,3.582,2.6713305686502617,2.771121634846089,2.8466125839671443,13.55740193204976,23.73248621408849,3.792,3.905,4.868,4.984,5.561706619418661,2.2601231801828434,20.694000000000003,3.9219999999999997,4.071000000000001,4.239,10.207,16.059,6.030273526785242,2.1053530696839795,12.10227418686464,3.0602311042536745,4.368632081913701,0.23343668085111766,4.8389999999999995,3.9757,3.148780246651824,3.253431702339041,3.484753665728986,9.829503441872944,11.417803770178141,3.9903,4.0425,4.7764,4.8,5.5500474903750705,0.7451884980022704,8.1583,4.3339,4.379,4.4189,6.7384,7.6444
450,7.648440742448108,2259.046155125553,82434.0,67755.0,10022.0,600.0,451.0,6.0,0.0,0.0,-28.184555455434023,52478.63731439865,-507078.20459672564,334410082.80254316,4.49106,5.263591936729138,109.0,-112.0,9.0,10.0,17.0,-1.0,0.0,-7.0,112.0,5.184886666666666,4.581699494054822,3.804441305399098,3.650877465574877,64.49064688273435,1.9683351935939049,4.491110866505227,0.4328276427985181,11.27,-1.42,2.274562895070891,2.432606782357852,2.525506249879192,7.410414456981491,20.922599062142048,3.51,3.81,5.14,5.47,5.185069545900295,2.6937390583614738,56.63,3.5,3.91,4.13,6.96,17.23,4.046707433828598,3.365590246704796,31.258693909774042,2.4910086559712012,4.490562009650943,0.24921841817233595,5.212999999999999,3.758,2.5683370797765117,2.652077018585973,2.69496230434145,7.618189536353857,22.46115195949102,3.8960000000000004,4.067,4.88,5.045,5.184638076254521,1.8446304994175942,21.677,4.0969999999999995,4.177,4.329,6.846,16.498,4.3377264294971685,1.8201859653022452,11.477434072966386,2.8149470248434847,4.493216935593319,0.18041662454970508,4.8594,4.078,2.854328682759372,2.9014922894521886,2.958550457923808,8.2201475529688,8.609703615086506,4.0942,4.2038,4.7831,4.851,5.090013932757625,0.5414993175685704,7.1124,4.4453,4.4854,4.571000000000001,6.4286,6.6324
641,5.798290220190912,3041.8843574497027,64702.0,62961.0,19494.0,2538.0,1839.0,24.0,0.0,0.0,47.1104612503488,165655.15189687235,-767826.7099417999,1233895893.7328322,4.9142133333333335,8.664617743895121,139.0,-153.0,11.0,15.0,32.0,-5.0,-1.0,-22.0,153.0,6.83692,7.244419800572944,6.0201121263188755,6.271088643030438,65.71620881494994,1.9850705404361744,4.914098371591917,0.5390554749752415,10.96,-0.65,2.4389722955765105,2.648784741360118,2.7809597936224466,18.673981250862933,34.467815466465304,3.44,4.16,5.67,6.36,6.837253120392793,4.49940398136421,55.43,3.92,4.39,4.62,15.41,27.96,6.652303763116678,5.58639464924936,34.203219500863106,2.6350602540627537,4.911561123750847,0.22140065042551665,5.766,4.245,2.770542709814485,2.9066152845554254,3.0113085160735085,18.48155490947313,29.0386735847828,4.4430000000000005,4.555,5.282,5.4079999999999995,6.842802350319795,3.2078222087776003,24.989,4.545,4.745,4.859,13.674000000000001,20.854,8.160690923806042,2.9071491543376573,14.428833865377744,3.5441537583162024,4.905102487125092,0.11666223087118616,5.1649,4.6614,3.7407287986694464,3.939868207967118,4.264089004172332,12.986382842190228,14.245577049967086,4.68,4.729,5.1018,5.1425,6.81499307076378,1.127646320110118,10.2325,5.1254,5.2002,5.3362,8.8679,10.0216
1344,3.061476680974978,2188.046492464728,83765.0,66873.0,9464.0,843.0,376.0,0.0,0.0,0.0,-14.084377028358572,23854.584295198838,-171669.5381037821,96101530.61482929,4.441653333333333,4.937353778407576,98.0,-105.0,9.0,10.0,18.0,-1.0,0.0,-9.0,105.0,5.132386666666667,4.2147780214963735,3.754552680076544,3.219190235797131,49.87460640081647,1.8280640529855976,4.441959026290687,0.4144683673580408,8.86,-1.05,2.259793500890789,2.40672458588944,2.500828145663553,8.515529485841974,18.08501528276323,3.46,3.81,5.09,5.41,5.132961754758139,2.2730232103033807,43.28,3.23,3.87,4.07,7.81,15.05,4.008734991437298,2.8949447996773863,25.20552061095484,2.471438449164519,4.442293118838128,0.244450934684837,5.162000000000001,3.65,2.574374176844369,2.640720432837353,2.6757860211218607,9.488921942962751,18.071466373731198,3.8080000000000003,4.012,4.841,5.003,5.136524902517434,1.5362878331174965,18.468,3.99,4.092,4.243,7.797999999999999,13.082,4.6381522485935305,1.804971111524804,9.302224585991508,2.689192617811848,4.439352227484089,0.1637993002326127,4.8053,4.0621,2.7047791301720845,2.7851078385885613,2.83821659803228,9.058305859293123,9.291013030467306,4.0901,4.1451,4.7188,4.7784,5.139211282776552,0.5659438338854498,6.6544,4.3263,4.3398,4.4021,6.4434,6.6074
3839,5.073203220964809,2683.0645049288464,73279.0,59837.0,15189.0,1800.0,1078.0,41.0,0.0,0.0,174.51385439377617,148313.34406517394,1816360.1873961575,1426379747.4843686,4.3942,7.574086943431972,157.0,-155.0,10.0,13.0,26.0,-4.0,-1.0,-17.0,157.0,5.9826,6.3940819440062455,5.288663607597163,5.45128575195754,79.15907523410814,1.989137166377634,4.3942632137210555,0.5390358488735861,12.42,-4.88,2.3573654186760886,2.5505000499996995,2.6783644941708733,14.266224150599568,30.334671965134586,3.12,3.66,5.14,5.8,5.9836388683197566,4.0137452682528005,68.79,3.37,3.85,4.11,11.98,23.69,5.867571479930864,4.822307153476261,41.3319712552867,2.6300486984375038,4.394789612150253,0.2444676521378721,5.187,3.306,2.709121322188865,2.790649337290576,2.885868888088422,15.491834653808384,28.354133965136594,3.827,3.989,4.802,4.96,5.9922130254159365,2.6961165327151346,29.78,3.935,4.151,4.291,10.981,18.410999999999998,7.109374380664157,3.0468750276623133,17.039166167344252,3.445795024422536,4.392731901914987,0.14608419086842786,4.7693,4.0644,3.588311435465973,3.8485524155933897,4.139443031237528,16.487836813429446,16.903506844568227,4.075,4.1151,4.6369,4.736000000000001,6.045020332711909,1.1295300740100245,9.8604,4.4739,4.5729,4.868,9.2425,9.6559
